gene_symbol,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TSPAN6,ENSG00000000003,1310.9161055267953,1.7356951710692703,0.25559768770515573,6.790731115969556,1.115666916067887e-11,1.2096684946211069e-09
TNMD,ENSG00000000005,5.385967810593268,-0.13679386047078057,0.7593791094829457,-0.18013908831903772,0.8570433764770995,0.8985347200702016
DPM1,ENSG00000000419,1009.1180128269004,-0.17490028528403814,0.30668929937475964,-0.5702849288860202,0.5684844611618738,0.6647768313728004
SCYL3,ENSG00000000457,633.0847685462245,0.3061035238911997,0.2351068606387834,1.3019761442074425,0.19292454075082288,0.28611577220000933
C1orf112,ENSG00000000460,255.68329866824757,1.8968723336314661,0.36608515001450687,5.181505815126068,2.2010172606963964e-07,5.797921896198873e-06
FGR,ENSG00000000938,405.9403047048817,0.6153763885708475,0.3609592636460263,1.7048361146212736,0.08822499393260912,0.15379317296862388
CFH,ENSG00000000971,1226.6806653967976,1.5597201938201233,0.6431513664571767,2.425121480207529,0.01530326498413282,0.03925873154263381
FUCA2,ENSG00000001036,1017.5521896696288,0.3165738930471688,0.44364286390024277,0.7135782378286004,0.4754880183012655,0.5804350621476144
GCLC,ENSG00000001084,2207.6187371193832,-0.8904723301978996,0.45344943845652913,-1.963774248412189,0.04955627771649091,0.09783692372456947
NFYA,ENSG00000001167,1145.8058442211789,-0.3377461169789339,0.2246470422319974,-1.5034523206859625,0.13272244325278532,0.212387390412994
STPG1,ENSG00000001460,909.1770256532069,-2.048232597090737,0.6094020215400565,-3.361053171294911,0.000776458764952527,0.0037806962397735244
NIPAL3,ENSG00000001461,8967.714684364648,-1.7504230764756907,0.5770713501154402,-3.0332870902801314,0.0024190534320860818,0.009274735380375505
LAS1L,ENSG00000001497,1977.7996830619154,-0.6903242546190099,0.2892992744967921,-2.3861942129642797,0.017023758171308995,0.04269240269422166
ENPP4,ENSG00000001561,2836.104714588519,-1.551522221403308,0.6668967981542487,-2.3264802375681093,0.019992945543090647,0.04836086575130041
SEMA3F,ENSG00000001617,479.3391110037457,1.1674444094689314,0.4429585980512859,2.6355610086470525,0.008399832421737896,0.02468454424105294
CFTR,ENSG00000001626,171.18877617084894,-0.9049887638016948,0.5538280772392217,-1.634060823194401,0.1022460799133622,0.17264214577881434
ANKIB1,ENSG00000001629,5959.89645333042,0.6017158292327675,0.3665498384817912,1.6415662102730906,0.10067993508188307,0.1705272544036488
CYP51A1,ENSG00000001630,385.5698403637029,0.6154267727644072,0.5064971609946343,1.215064604816071,0.22434145200473488,0.3224024941297659
KRIT1,ENSG00000001631,311.8237965045904,0.038419056218880865,0.3106668311414287,0.12366642450281692,0.901579396907922,0.9314419932720558
RAD52,ENSG00000002016,652.9981962039349,0.5169509834508634,0.3608791687333096,1.432476652130872,0.1520074553393226,0.2365260156949926
MYH16,ENSG00000002079,20.615006241942474,1.9651464954458275,0.7447883347056228,2.638530175452534,0.008326628956238332,0.024506981701786935
BAD,ENSG00000002330,710.6185820102123,0.05286767199835279,0.3973147388291377,0.13306244856194008,0.8941439927110812,0.9259827918849108
LAP3,ENSG00000002549,5300.866056303768,1.098244213277159,0.44377414132959014,2.474781901412086,0.013331756143860247,0.03533055998232142
,ENSG00000002586ENSG00000002586,13907.912486447336,1.470531636681952,0.3855611658861679,3.814003501369503,0.0001367335290605113,0.0009829003940811931
HS3ST1,ENSG00000002587,532.650969630406,0.03774692546692475,0.43937707560597383,0.08591009309000812,0.931537888051494,0.9534164011688152
AOC1,ENSG00000002726,19.73762572758026,4.179893972235708,0.9740600819301526,4.29120754435704,1.7770412870257708e-05,0.00019703894565095486
WNT16,ENSG00000002745,89.06628085807067,0.09835052806658427,0.734334964518416,0.13393142478389752,0.8934568007567109,0.9254122397397928
HECW1,ENSG00000002746,2066.8511484847018,-2.2354126358851403,0.8287262395757247,-2.697407815914679,0.006988163010940295,0.021343541805127923
MAD1L1,ENSG00000002822,58.401764397582326,1.6137753695845851,0.5562409929635893,2.901216181473019,0.003717173387731805,0.013007429035487215
LASP1,ENSG00000002834,6399.3848822351665,-0.5306141080440968,0.3234337162992024,-1.6405652265184243,0.10088769827200363,0.17081509084097887
SNX11,ENSG00000002919,1483.3391141196264,0.034111201023075875,0.38564105521571707,0.08845324055032211,0.9295164472405132,0.9519090821785331
TMEM176A,ENSG00000002933,921.1752415150589,0.09332463184309658,0.4173167274656927,0.22363022064762245,0.8230450464647929,0.8726479014680004
M6PR,ENSG00000003056,2635.1177735706033,0.058603265607601734,0.18237349905585173,0.32133652044288813,0.7479553833889729,0.8156114392003254
KLHL13,ENSG00000003096,852.5794835283589,1.1418363383475647,0.3045744615307878,3.748956273643916,0.00017757203935694555,0.0012037824647958472
CYP26B1,ENSG00000003137,1554.2197026379413,-4.1485866693966935,0.6791480390768733,-6.108516009316066,1.0056177418911038e-09,6.188456073451825e-08
ICA1,ENSG00000003147,1137.439977388222,-1.1698537436144454,0.5670583431854036,-2.063021834830766,0.03911055370412352,0.08151239027430916
DBNDD1,ENSG00000003249,2320.2760246596445,-1.4826009729988403,0.5195460860765656,-2.853646698014676,0.004322056791716936,0.014648511580522812
ALS2,ENSG00000003393,2755.141999601254,-0.37758941731807055,0.288240410468054,-1.309980847948866,0.190202314686583,0.2828615963728989
CASP10,ENSG00000003400,332.2998139948083,0.8599249666326522,0.2502937039390553,3.4356635948063547,0.0005911044596897859,0.003054542776022495
CFLAR,ENSG00000003402,3243.0724487446014,0.5726158478795295,0.3946985074886279,1.4507677050084304,0.14684455526340798,0.23017356478793632
TFPI,ENSG00000003436,1004.6836971680598,4.181924546822012,0.5149128629110076,8.1216160015501,4.600168459913889e-16,1.1247566252558584e-13
NDUFAF7,ENSG00000003509,698.0890430165415,0.004061630317130915,0.1820728534507507,0.022307720454491337,0.9822024903837087,0.9886339980982729
RBM5,ENSG00000003756,4004.0877259002714,-0.0918338887860398,0.3427366866641788,-0.26794297885017704,0.788743210490458,0.8465326390931499
MTMR7,ENSG00000003987,1048.661946851069,-1.5812395243657988,0.5939743386796269,-2.6621344078278018,0.007764686655324219,0.02319220296303326
SLC7A2,ENSG00000003989,1691.118745979742,0.18755437305657954,0.5614390126051629,0.33406010064441116,0.7383342072626098,0.807900928238846
ARF5,ENSG00000004059,5054.042370873045,-0.2094012253038308,0.48738947350834716,-0.4296383830297158,0.6674587116581989,0.7491142559971918
SARM1,ENSG00000004139,667.0722448297596,0.177304768087685,0.2699109166657586,0.6569010630542541,0.5112445346493659,0.6130929142437556
POLDIP2,ENSG00000004142,5049.980399690392,-0.3853178195289222,0.2996514938783819,-1.2858865295205544,0.19848266552838922,0.2927617307528543
PLXND1,ENSG00000004399,6002.699902156064,-0.2250227361671516,0.32151615081613394,-0.699880038983907,0.48400222418978067,0.5880894183189774
AK2,ENSG00000004455,3327.574535915691,1.2237400552813271,0.4138156709967667,2.9572105191997156,0.0031043608955367225,0.011270051996541937
CD38,ENSG00000004468,972.1366316773792,0.5577682569679082,0.6953245663290286,0.8021696398742963,0.42245483577324405,0.5301750705175877
FKBP4,ENSG00000004478,5105.312746104992,-1.2234771919818055,0.29175952781564385,-4.1934438307526065,2.7475113179103503e-05,0.00027811492322547024
KDM1A,ENSG00000004487,3962.523070552241,0.24612275342508017,0.26800948919166706,0.9183359670114719,0.35844300283924857,0.46720704960417403
RBM6,ENSG00000004534,3500.5118451652293,-0.2495897835256459,0.3713674188633494,-0.6720831468995573,0.501530764872776,0.6044684320336158
CAMKK1,ENSG00000004660,7410.634644827487,-3.1050542143612336,0.7852108848558993,-3.9544207476582147,7.672029658678167e-05,0.0006243013457567664
RECQL,ENSG00000004700,743.8916647500953,1.4115091624153067,0.28331337755628133,4.9821479472317005,6.28823264400267e-07,1.3460439544129975e-05
VPS50,ENSG00000004766,2205.2617225348517,-0.1218873624995963,0.31422278376168444,-0.3879010969237647,0.6980892263387439,0.7748724476629835
HSPB6,ENSG00000004776,190.55894769687166,-1.1615718139686604,0.767678575486803,-1.5130965628838613,0.13025513256747026,0.20922948565103655
ARHGAP33,ENSG00000004777,3124.9788217748674,-1.5503848385304153,0.49875828799970917,-3.1084893741782182,0.0018804640778963847,0.007605993873858466
NDUFAB1,ENSG00000004779,3001.522799093612,-0.04316340454528673,0.4984140399893887,-0.08660150212904452,0.9309882718620758,0.9530407077155311
PDK4,ENSG00000004799,2654.072780016163,-0.10054981843966393,0.6705700630144199,-0.1499467751179666,0.8808066076588273,0.9160599938227965
SLC22A16,ENSG00000004809,5.355797057538109,-0.5091777867895236,0.7695410612720067,-0.6616642209421318,0.5081864396220848,0.610208971057092
ZMYND10,ENSG00000004838,137.79276954409698,0.9322476668006737,0.38296572023505593,2.434284891682944,0.014921245796384276,0.03849569143587722
ABCB5,ENSG00000004846,5.683329438424265,1.5641664169532228,0.770619780486419,2.0297511906142782,0.0423818366005896,0.0867666585667929
ARX,ENSG00000004848,779.180145431779,-2.2506058719086828,0.6469773301140906,-3.478647190793844,0.0005039515932003289,0.0026987300443747147
SLC25A13,ENSG00000004864,1437.8704730271127,0.43654208374340486,0.6199588165114144,0.7041469080154092,,
ST7,ENSG00000004866,1002.4858335468086,0.4257375469936809,0.32578596833161827,1.3068013615623915,0.1912801826432099,0.2841166198016382
CDC27,ENSG00000004897,3645.8735501742135,-0.39747959924572157,0.2563433333322734,-1.5505751371755268,0.12100353424825627,0.19730909301755548
SLC4A1,ENSG00000004939,28.92074823761776,-0.9605467187539196,1.0776967249829257,-0.8912959429928099,,
CALCR,ENSG00000004948,17.145079932926013,-0.8666790571096158,0.7122970995364535,-1.2167381527646688,0.22370385795596015,0.3217304981719468
HCCS,ENSG00000004961,999.095631552134,-0.7410782496590792,0.3917867937492787,-1.8915345322571724,0.05855302579560745,0.11142631021519928
DVL2,ENSG00000004975,1558.977360656014,0.26074086536886854,0.43134267307267515,0.6044865988136012,0.5455201762870692,0.644480511797977
PRSS22,ENSG00000005001,1.7664430229132708,-3.821714145496092,1.6281439269953544,-2.3472827445598408,0.01891089808923654,0.046334180394712245
UPF1,ENSG00000005007,6427.563833917518,-0.5448187933672454,0.40717862251287823,-1.3380338830288514,0.18088539178492546,0.2716113967569293
SKAP2,ENSG00000005020,2050.5832801379775,-0.4875340278923512,0.3008135295743579,-1.6207184184241883,0.10507804168511757,0.1763856672639966
SLC25A5,ENSG00000005022,6570.15951535964,-0.19179385488646436,0.37377930433394735,-0.513120583891689,0.6078669737195077,0.6989395821100677
MCUB,ENSG00000005059,846.3018406333582,1.1910904919566343,0.5390161641814273,2.20974911534513,0.027122578986784624,0.06125489275727175
HOXA11,ENSG00000005073,7.507876004504666,6.177178233162644,1.75482492668162,3.520110832277559,0.00043136650493926957,0.0023959617535359856
POLR2J,ENSG00000005075,1302.2896610292908,0.4606596123359694,0.4436388822593971,1.0383661819493544,0.2990996076562148,0.40494130210158263
DHX33,ENSG00000005100,1593.6361010232185,-0.21605779689573548,0.327187339591511,-0.6603488911443847,0.5090299620435796,0.6110395263873586
MEOX1,ENSG00000005102,3.2019721683394224,1.6438024850734787,0.968369236844413,1.6974955652557422,0.08960300882165693,0.15563684630408045
THSD7A,ENSG00000005108,2594.185248264532,1.6472348756026063,0.5397662383060781,3.0517560356721143,0.0022750692801649704,0.008848326145568308
LIG3,ENSG00000005156,1595.2249266994645,0.6407306391883018,0.30829334846213396,2.0783148335326453,0.03768037109922322,0.07916572084866212
RPAP3,ENSG00000005175,1267.395274698703,-0.5927491613742856,0.2640871362636198,-2.244521144651989,0.024798890013987166,0.05726726433186907
ACSM3,ENSG00000005187,19.125304331012575,1.0153051746803887,0.49196702688726124,2.063766714416524,0.03903984042831946,0.08140226800847679
REXO5,ENSG00000005189,278.5286573265781,0.5797807832805318,0.4307809023502138,1.3458832091149318,0.17834018470823676,0.26866440346961806
CIAPIN1,ENSG00000005194,2548.442951222697,0.1388912950801031,0.3806052310342566,0.36492219169631457,0.7151694884027566,0.7890208932235677
SPPL2B,ENSG00000005206,2189.224860600686,-0.3116366387948282,0.45871173853534264,-0.6793735860997971,0.4969011817652881,0.6001991629220255
FAM214B,ENSG00000005238,2010.8007926326682,-0.7325516009243435,0.3081350051509798,-2.3773722189253,0.017436483109417925,0.0435237078560606
COPZ2,ENSG00000005243,475.2675080303552,1.1096884520996253,0.3550529818793677,3.125416511715571,0.0017755346242812767,0.007259764522692614
PRKAR2B,ENSG00000005249,2898.5873979126,-1.399902864158904,0.7130959647634114,-1.9631339024942582,0.04963061712959112,0.0979677618469947
MSL3,ENSG00000005302,1549.5571734546622,-0.5268742182525725,0.3459976645524094,-1.52276813467556,0.12781672482508982,0.20609414455620287
CREBBP,ENSG00000005339,5152.412828265415,-0.2709378199239597,0.3796188267890243,-0.7137101766413054,0.4754064122926098,0.5803743383899225
TSPOAP1,ENSG00000005379,7298.187320602961,-2.2989595907193845,0.5698833062743154,-4.034088321956867,5.481469901742721e-05,0.0004795759605917124
MPO,ENSG00000005381,85.38804461556053,-1.7526832989375265,0.8118618384266568,-2.1588442958892236,0.030862248656007472,0.06760523003950504
PON1,ENSG00000005421,34.605514072048734,0.2800984241304167,0.37078460410697633,0.7554208589782885,0.44999650145755155,0.5560775356562341
GCFC2,ENSG00000005436,626.8770104910218,0.28623915943536765,0.28396227119873435,1.008018277312058,0.3134456879236872,0.42048654281829606
WDR54,ENSG00000005448,1134.552334993958,-0.008181899048201139,0.4170505511965345,-0.019618482758809327,0.9843477195611182,0.9900539241541476
CROT,ENSG00000005469,1020.0520298363195,0.9524295145868249,0.29190309561271205,3.2628277291395316,0.0011030655007924495,0.004987066177633374
ABCB4,ENSG00000005471,96.12191704795217,1.5438448243268519,0.40151409831674356,3.845057572820157,0.0001205241376850765,0.0008918982043479629
KMT2E,ENSG00000005483,4491.776446372311,-0.0811959212347976,0.27986033150664796,-0.29013015455843133,0.7717166674515907,0.8341069813068563
RHBDD2,ENSG00000005486,14082.297318382256,-1.4789893319798457,0.46600592359157905,-3.173756506314444,0.0015047987188942786,0.006361996301269289
SOX8,ENSG00000005513,8234.996637310136,-0.8418106599367394,0.7055226721168046,-1.1931730803363485,0.23280159511001364,0.3320401777407719
IBTK,ENSG00000005700,2813.542935466521,0.027042669085475916,0.2828093159561892,0.09562156392919241,0.9238211381374365,0.9478617704532895
ZNF195,ENSG00000005801,1551.1352482357458,0.13587383907608563,0.20601277859429776,0.6595408304436436,0.5095485357665905,0.6115018844586968
MYCBP2,ENSG00000005810,8712.842178458357,-0.9860401659437161,0.4291006857836411,-2.297922605607049,0.021566194434144044,0.051291162647232116
FBXL3,ENSG00000005812,2418.317777415236,-0.5833037600872438,0.3258213158824384,-1.7902565966485422,0.0734126703366183,0.13296032776700678
ITGAL,ENSG00000005844,315.32489917920554,0.7334872459649833,0.29122710274474695,2.5186091509067614,0.011781935964079596,0.03213881961901188
PDK2,ENSG00000005882,2424.601678493482,-1.5069334261285692,0.39561930897612896,-3.809049234802377,0.0001395021802650626,0.000996901516131129
ITGA3,ENSG00000005884,2581.694707964328,0.8403933373342123,0.4534971529931761,1.8531391692041295,0.06386241390965029,0.11923798693842096
ZFX,ENSG00000005889,2114.3847758209054,0.8087732347377613,0.43755494168993286,1.848392413565488,0.0645455954052702,0.1201932419857595
LAMP2,ENSG00000005893,18917.930019895553,-1.2535772014899953,0.6089174136063573,-2.0586982298068857,,
ITGA2B,ENSG00000005961,117.90508164568374,-0.16027400453700627,0.3439161358472446,-0.466026416998923,0.6411965916638267,0.7270287280082437
ASB4,ENSG00000005981,84.52839669689106,0.025060706273451895,0.6894926850048254,0.036346587597628405,0.9710060029298531,0.9809143298537615
GDE1,ENSG00000006007,4590.40147814551,-0.6588249552710639,0.3350977121910045,-1.966068198327585,0.049290733323434165,0.09741825561254436
REX1BD,ENSG00000006015,1591.6916633768583,-0.6450493880249779,0.3884884373375691,-1.6604082027400868,0.0968323610897122,0.1653719271317484
CRLF1,ENSG00000006016,931.342560792658,-0.6960204481397125,0.7833417199204928,-0.8885272294833944,0.37425721550230995,0.4831011805252685
OSBPL7,ENSG00000006025,927.8571827616706,-0.7213027554608132,0.29695290328779167,-2.429013986644755,0.015139948261182179,0.03892066049148974
TMEM98,ENSG00000006042,2791.42673076891,-1.4258758166766017,0.8089827620157454,-1.7625540167552418,,
YBX2,ENSG00000006047,82.58935422480775,-1.7975162527347692,0.706764524567672,-2.543302882716574,0.010980999579908253,0.030410398760595786
KRT33A,ENSG00000006059,1.7100969629509464,0.6428859843166524,1.7942296559048618,0.35830752334345606,0.720113188561303,0.7930126223467998
MAP3K14,ENSG00000006062,609.4876905306561,0.4058396253658424,0.3292138917005386,1.232753646176646,0.2176676902565451,0.31484237917128916
ABCC8,ENSG00000006071,1046.8685629482045,-2.4222831691682565,0.6269096278805983,-3.863847453351931,0.00011161494057139859,0.0008410018407355992
CACNG3,ENSG00000006116,2787.2233678138186,-4.33748289553023,1.4705308464768398,-2.949603475453885,0.0031818200475982623,0.011486730274500007
TMEM132A,ENSG00000006118,10253.673193934199,-1.7182469299102678,0.352693661277558,-4.871782848850423,1.1059568731686276e-06,2.1139094882689544e-05
AP2B1,ENSG00000006125,24491.846000926376,-0.9846306446224494,0.26799460695363053,-3.674068877038313,0.00023871833725182343,0.0015135307595581587
TAC1,ENSG00000006128,892.4653167022431,-2.1223522381221556,1.092876547415441,-1.9419871742525139,0.05213865299265482,0.1017681973073075
ZNF263,ENSG00000006194,1717.074058466918,0.04232136072459429,0.21062818934529254,0.20092923390807352,0.8407539084918597,0.8862278912134437
CX3CL1,ENSG00000006210,7076.971782840948,-2.4094640844285067,0.49276635610613206,-4.8896684089153934,1.0100597750892018e-06,1.971998267217294e-05
SPATA20,ENSG00000006282,2453.0949083729383,-1.1842005102580357,0.36078719622473626,-3.282268668759495,0.001029754395711459,0.0047242138761068074
CACNA1G,ENSG00000006283,1972.2828113153003,-1.983662752475411,0.5295447690467038,-3.7459774289649523,0.00017969274817685176,0.0012149937841185758
TNFRSF12A,ENSG00000006327,1261.7751009188448,2.5882656181291916,0.6953075147712745,3.7224761176076413,0.00019727857380166073,0.0013034196086630942
DLX6,ENSG00000006377,154.48022091966146,-0.5021455891495489,1.1245461848890206,-0.4465317617871824,0.6552131748459658,0.7389199842995722
MAP3K9,ENSG00000006432,2227.850559182761,-2.9348695167954095,0.6600015270839078,-4.446761706389645,8.71744474344215e-06,0.00011205737079530863
RALA,ENSG00000006451,2930.4004031149134,-0.3217401675489473,0.3143067515550635,-1.02365019509478,0.3060005275257245,0.4124451975668922
BAIAP2L1,ENSG00000006453,103.55706217878772,0.096865224904179,0.4350564240185864,0.22264979794906034,0.823808075955216,0.8732608105432029
KDM7A,ENSG00000006459,1366.4115982724456,0.3239165523932417,0.39301197728053466,0.82419002757778,0.4098315924798541,0.518260777730347
ETV1,ENSG00000006468,4843.826086518866,1.8804248903955219,0.3493306888845532,5.382936427371729,7.328042499549028e-08,2.3468994494092346e-06
AGK,ENSG00000006530,2287.686619993568,-0.13405705494860592,0.22445822345870428,-0.59724724219458,0.5503423223086529,0.6486838729140201
ALDH3B1,ENSG00000006534,433.34111545970364,0.7696514524516523,0.33777702995968417,2.2785784235935616,0.02269213774932367,0.053435283455860044
TTC22,ENSG00000006555,26.695632718479544,-3.098046197690911,0.7488193135119503,-4.137241310138123,3.515063886123532e-05,0.0003379712125504523
PHTF2,ENSG00000006576,1397.2429684775934,0.38999725429648047,0.2830175810518749,1.3779965641957663,0.16820434893909453,0.25630691169030806
CCL26,ENSG00000006606,8.581073535216513,1.0531536487654396,0.6190226066021671,1.7013169430858597,0.0888834881094705,0.15464512896108315
FARP2,ENSG00000006607,2152.791431757506,0.8415752914010747,0.4631690632409558,1.816993746327266,0.0692180709111483,0.12694102901404702
USH1C,ENSG00000006611,536.2543288736204,-1.3397396294357016,0.8510259459017898,-1.5742641406967284,0.11542639629643217,0.19006097371639866
GGCT,ENSG00000006625,637.619111364472,-0.3687581125946922,0.3653016715910774,-1.009461881158551,0.3127531740220467,0.4197734547690817
DBF4,ENSG00000006634,486.04385974896803,2.153909986917042,0.3684727165089265,5.845507388780742,5.050265187409982e-09,2.4863001492234193e-07
TBXA2R,ENSG00000006638,81.78060431392707,0.34917548884879623,0.37454850402217826,0.9322570644364938,0.35120369098050674,0.4603466919952041
IFRD1,ENSG00000006652,565.2467297792919,0.3996650365850171,0.4091960976529725,0.9767078397799425,0.32871381280783185,0.4367864067696
LGALS14,ENSG00000006659,0.9631617322861816,1.0291723344677157,2.5021912825046155,0.41130841661215695,0.6808463987764997,
COX10,ENSG00000006695,583.5567756196463,-0.023091251454648805,0.2651132885345136,-0.08709956253906408,0.9305923731089887,0.9527163339815531
GTF2IRD1,ENSG00000006704,1149.6008986713964,0.13985364429913325,0.31543450935820194,0.44336824332786584,0.657499401948116,0.7408649145094456
PAF1,ENSG00000006712,3521.657735907459,-1.1648880586605823,0.3762541074602604,-3.0960141977549487,0.001961409696991356,0.007866151108662714
VPS41,ENSG00000006715,6639.765163160943,-0.1775472657348023,0.25592181532313163,-0.6937558859944309,0.4878353118899631,0.5917797098915573
ARHGAP44,ENSG00000006740,2290.1054872781456,-3.039541953035235,0.7092969626345662,-4.285288268746223,1.8250238907576966e-05,0.00020105063611791242
ELAC2,ENSG00000006744,3231.708951308624,-0.1881709916435018,0.22461441737801038,-0.8377511730550365,0.40217046655750244,0.5107356038329687
SCIN,ENSG00000006747,1304.2603319925363,2.082985453784484,0.457527292328547,4.552702076379538,5.296124853956883e-06,7.525082860940063e-05
ARSD,ENSG00000006756,910.4194094844746,1.333940509901288,0.37634226118448644,3.5444876844362105,0.0003933768818561305,0.0022340004961653452
PNPLA4,ENSG00000006757,662.6794367925426,-0.8613558848631846,0.48276833799182717,-1.7842012764262236,0.07439096498780365,0.13439141354114226
MYH13,ENSG00000006788,7.71663101126325,-2.7425550789636093,0.956464371784903,-2.8673886449587234,0.004138744219344312,0.014156284917372322
ADIPOR2,ENSG00000006831,6890.745196973059,-0.9267434975153453,0.5851605830522922,-1.583742180106017,,
CDKL3,ENSG00000006837,72.6472122499621,1.0294835260307778,0.3072353213685947,3.3507980835175237,0.0008057903357314745,0.0038933352415163594
UPP2,ENSG00000007001,153.381153954001,-1.2130540655654352,0.6861841720376892,-1.7678257747670798,0.07709003456238521,0.138191558782771
PRSS21,ENSG00000007038,6.6928376747000184,-0.32372003738670824,0.9940267332439072,-0.32566532323560365,0.74467758315322,0.8128643904675642
MARK4,ENSG00000007047,3405.6336504992732,-1.492806240551931,0.4034792987509233,-3.6998335358798005,0.00021574093186302,0.0013995117323186755
PROM1,ENSG00000007062,683.446431635281,1.6216812532106224,0.43518406510276336,3.726426087838677,0.0001942139882879359,0.0012892510581847291
CCDC124,ENSG00000007080,2560.542069270645,-1.6299181290704967,0.5329030577312629,-3.0585640397891023,,
CEACAM21,ENSG00000007129,77.33965934924719,0.976209561135312,0.3401504799827123,2.869934392522176,0.004105569743881,0.01406579385105878
PAFAH1B1,ENSG00000007168,17179.236792225343,-1.2598772032899808,0.20070720859561417,-6.277189604227854,3.447475798779265e-10,2.5219877675768554e-08
NOS2,ENSG00000007171,1072.6222993272022,2.8335113272738366,1.0667662150131936,2.6561689781662166,,
DNAH9,ENSG00000007174,853.3477891552338,1.0392224128062004,0.503719220487755,2.063098588534926,0.03910326226033027,0.08150611652044698
KIAA0100,ENSG00000007202,7057.68044357638,0.14604674189177713,0.33933830582799196,0.43038684222643325,0.6669142650430349,0.7486707301732294
SLC13A2,ENSG00000007216,1.3462546360115066,-2.1142860640532004,1.3471546742380054,-1.5694456653606679,0.11654413061856128,
GAS7,ENSG00000007237,28533.162785136963,-2.1847891205706396,0.3237433566318929,-6.748521864048064,1.4935889625849957e-11,1.5546554141695423e-09
TRAPPC6A,ENSG00000007255,557.3190428369891,-0.8055467447836536,0.40883265043449757,-1.9703581500340976,0.04879733833037319,0.09671293241288892
MATK,ENSG00000007264,1532.415172216302,-2.8630485083820743,0.849505219614597,-3.370254169457582,0.0007509887973868742,0.0036809099055077074
CEACAM7,ENSG00000007306,0.42219932901965684,-1.5092472353717454,3.247164732788106,-0.46478924217554674,0.6420823924370497,
CD79B,ENSG00000007312,14.204648303981893,0.9748332450818307,0.6107900044983431,1.5960202981423792,0.11048426156410836,0.18366653584494783
SCN4A,ENSG00000007314,16.615080767187756,0.9286460157800195,0.6134628033467091,1.5137772179728706,0.13008235262737278,0.2089888646518027
ST7L,ENSG00000007341,625.6154700112673,0.9649726675599554,0.31058807695912166,3.1069211574627227,0.0018904681070549378,0.007640519592646821
TKTL1,ENSG00000007350,28.88545127649551,0.4958396139342712,0.7963286404010863,0.6226570146774226,0.5335099358204448,0.6332486388386481
PAX6,ENSG00000007372,749.2703944149685,0.16498596164482604,0.36858991413621073,0.4476138801341597,0.6544318840753294,0.7383360059691036
RPUSD1,ENSG00000007376,1075.2138325516164,-0.3811688411205761,0.3203753680091934,-1.1897570137465692,0.23414190941369128,0.3335036908883054
RHBDF1,ENSG00000007384,780.6844085469822,0.3115778540824473,0.42768988163127847,0.7285135035087549,0.46629930558602317,0.571997373709701
LUC7L,ENSG00000007392,2393.5866475197427,-0.4452784704148839,0.28847433542678,-1.543563553950551,0.12269410002082741,0.19941417612575343
CACNA2D2,ENSG00000007402,622.9657789638339,-2.2385686407970855,0.6697766921187822,-3.3422611851654054,0.0008309882784152177,0.003987301615633356
BAIAP3,ENSG00000007516,7272.336436179243,-2.022296401149701,0.5773218465570644,-3.502892560206987,0.00046023506034468663,0.0025190540089268746
TSR3,ENSG00000007520,1444.0676140868363,-0.95105226523709,0.34987503848392437,-2.718262695613216,0.006562571177835815,0.020278289277331347
